ODB Name,Step,Frame,Part Instance Name,Node Label,X,Y,Z,Section Name,Material Name,Section Point,UT-Magnitude,UT-UT1,UT-UT2
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",107,9.80000019,0.,0.,NA,NA,"",1.74949458E-03,-489.997794E-06,-1.67947414E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",108,9.89999962,0.,0.,NA,NA,"",1.75175059E-03,-494.997716E-06,-1.68035936E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",109,10.1000004,0.,0.,NA,NA,"",1.75460253E-03,-504.997734E-06,-1.68035936E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",110,10.1999998,0.,0.,NA,NA,"",1.75520114E-03,-509.997655E-06,-1.67947414E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",111,10.3000002,0.,0.,NA,NA,"",1.75534573E-03,-514.997693E-06,-1.67809892E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",112,10.3999996,0.,0.,NA,NA,"",1.75504247E-03,-519.997615E-06,-1.67623872E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",113,10.5,0.,0.,NA,NA,"",1.75429718E-03,-524.997595E-06,-1.67389854E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",114,10.6000004,0.,0.,NA,NA,"",1.75311638E-03,-529.997633E-06,-1.67108339E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",115,10.6999998,0.,0.,NA,NA,"",1.75150589E-03,-534.997554E-06,-1.66779815E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",116,10.8000002,0.,0.,NA,NA,"",1.74947234E-03,-539.997534E-06,-1.66404806E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",117,10.8999996,0.,0.,NA,NA,"",1.74702145E-03,-544.997514E-06,-1.65983790E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",118,11.,0.,0.,NA,NA,"",1.74415996E-03,-549.997494E-06,-1.65517267E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",119,11.1000004,0.,0.,NA,NA,"",1.74089405E-03,-554.997474E-06,-1.65005750E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",120,11.1999998,0.,0.,NA,NA,"",1.73723022E-03,-559.997454E-06,-1.64449739E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",121,11.3000002,0.,0.,NA,NA,"",1.73317490E-03,-564.997434E-06,-1.63849723E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",122,11.3999996,0.,0.,NA,NA,"",1.72873482E-03,-569.997414E-06,-1.63206214E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",123,11.5,0.,0.,NA,NA,"",1.72391627E-03,-574.997393E-06,-1.62519701E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",124,11.6000004,0.,0.,NA,NA,"",1.71872613E-03,-579.997373E-06,-1.61790685E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",125,11.6999998,0.,0.,NA,NA,"",1.71317125E-03,-584.997353E-06,-1.61019678E-03
